"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"563","448","844","42511","2","7","91","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","N","17:20:00","N","2","","","1","","","3","1","1","1","1","4","1","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","0","","","","","3","3","3","3","3","3","0","","","0","0","","","0","","","","","0","0","0","0","0","","","","1","OAKLAND","CA","94608","UNITED STATES","3","5","55-64","Female","2","2","2","1","1","0.2510956937799"
"774","613","826","42511","2","7","92","G","1","3","1","1","AIR CANADA","MONTREAL","760","3","40","4","2","7:30:00","9:40:00","130","2","","","6","","","","1","2","2","2","1","2","1","6","6","6","4","6","4","6","6","6","6","6","5","6","6","5","999","","","","","5","5","6","6","6","5","0","","","5","5","","","2","","","","","5","5","5","5","2","","","","3","MONTREAL","","","CANADA","13","1","55-64","Female","2","2","2","2","1","0.2510956937799"
"661","724","846","42512","2","1","97","G","2","3","1","2","UNITED INTL","HONG KONG","869","29","25","8","4","9:30:00","13:10:00","220","3","","","2","","","","1","0","0","0","1","1","4","3","3","3","3","3","3","3","3","3","0","3","0","0","0","4","0","","","","","4","4","4","4","4","4","0","","","4","0","","","0","","","","","0","0","4","4","2","","","","3","","","","","99","1","55-64","Female","2","1","2","2","3","0.91742168674699"
"2621","1145","853","42513","2","2","11","A","1","1","1","2","JETBLUE","LONG BEACH","735","20","33","1","1","5:30:00","9:30:00","240","2","3","","2","","","","1","1","1","1","4","1","2","5","2","3","3","4","4","3","3","6","4","6","6","6","0","3","203","","","","","3","6","6","3","4","4","0","","","4","16","","","1","5","1","","","5","0","3","3","2","","","","3","LAKEWOOD","CA","90713","UNITED STATES","10","1","55-64","Female","2","1","2","1","1","0.3557037037037"
"2684","1048","852","42513","2","2","1","A","1","3","1","1","WESTJET","VANCOUVER","1777","31","68","4","3","6:00:00","8:00:00","120","3","","","9","","","","1","1","1","1","4","1","3","4","4","4","4","3","4","6","6","4","6","6","5","6","5","4","611","","","","","5","6","6","5","5","5","0","","","4","5","","","2","","","","","20","1","5","5","2","","","","2","CLEARLAKE OAKS","CA","95423","UNITED STATES","10","1","55-64","Female","2","2","2","1","1","0.97551767151767"
"2707","1019","865","42514","2","3","61","E","1","2","1","2","UNITED","CHICAGO-O'HARE","616","28","13","3","4","3:30:00","6:52:00","202","1","","","5","","","","1","2","2","2","1","2","1","5","6","6","5","5","5","6","6","6","6","6","6","6","6","5","21","604","","","","5","6","6","6","5","5","1","","","5","3","","","1","5","1","","","5","5","5","5","2","","","","3","CHICAGO","IL","60062","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.757875"
"2735","1014","864","42514","2","3","2","A","1","2","1","2","UNITED","DENVER","1743","28","16","1","4","3:30:00","6:00:00","150","3","","","5","","","","1","2","1","2","3","1","4","4","4","4","4","4","4","3","3","5","4","4","3","3","3","5","0","","","","","5","4","4","5","4","5","0","","","5","0","","","1","5","0","","","5","3","4","4","2","","","","1","SAN FRANCISCO","CA","94127","UNITED STATES","1","1","55-64","Female","2","3","1","4","1","1.757875"
"2941","1023","865","42514","2","3","61","E","1","2","1","2","UNITED","CHICAGO-O'HARE","616","28","13","3","4","5:20:00","6:52:00","92","2","","","3","","","","0","0","0","1","1","2","1","4","4","4","4","4","4","4","5","6","5","5","0","0","0","4","215","","","","","5","6","6","6","5","5","0","","","5","0","","","4","","","","","11","0","0","0","2","","","","3","LONDON","KY","40744","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.757875"
"2204","2593","501","42496","1","6","75","F","1","1","1","1","UNITED","NASHVILLE","1830","28","42","3","1","6:15:00","9:30:00","195","2","","","3","","","","0","1","1","1","4","1","4","5","5","5","5","5","5","6","5","5","6","6","6","6","6","5","611","","","","","4","6","6","5","4","4","0","","","5","21","","","2","","","","","11","5","5","6","2","","","","2","COTTONWOOD","CA","96022","UNITED STATES","10","1","55-64","Female","3","1","4","1","1","1.757875"
"3070","2504","503","42496","1","6","80","F","2","1","1","2","UNITED","HONOLULU","300","28","26","1","2","9:00:00","11:25:00","145","2","","","3","","","","2","2","1","1","1","2","1","3","3","6","3","6","3","6","6","3","6","3","6","6","6","3","0","","","","","4","6","6","4","4","4","0","","","3","0","","","4","","","","","11","6","4","6","2","","","","3","PILOT MOUNTAIN","NC","27041","UNITED STATES","12","1","55-64","Female","3","2","2","2","1","1.757875"
"2151","3038","523","42497","1","7","2","A","3","2","1","2","SUN COUNTRY","MINNEAPOLIS","396","26","39","3","4","15:00:00","17:35:00","155","1","","","4","","","","0","1","1","1","1","1","2","3","3","3","4","4","3","6","6","5","6","6","6","6","6","3","202","","","","","5","6","6","3","6","4","0","","","4","28","10","","1","5","0","","","5","4","5","5","2","","","","3","ST CLOUD","MN","56303","UNITED STATES","11","1","55-64","Female","3","2","2","2","1","0.97551767151767"
"2233","3011","521","42497","1","7","8","A","2","2","1","2","ALASKA","SEATTLE","307","7","60","1","4","13:30:00","15:00:00","90","2","","","4","","","","1","1","3","1","1","2","1","6","6","3","4","4","4","6","6","5","6","6","6","6","6","4","0","","","","","5","0","0","0","3","4","0","","","4","0","","","3","","","","","5","5","4","4","2","","","","3","TORONTO","","","CANADA","13","1","55-64","Female","3","2","2","4","1","0.35525"
"2298","2977","549","42498","1","1","95","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","15:20:00","17:20:00","120","1","","","1","","","3","1","1","2","1","3","1","4","4","4","4","4","4","4","6","6","2","4","4","6","4","6","4","0","","","","","5","6","6","5","5","5","0","","","5","1","","","2","","","","","30","4","4","4","1","27","","","2","TRACY","CA","","UNITED STATES","10","1","55-64","Female","3","2","1","1","1","0.2510956937799"
"287","134","557","42499","1","2","73","F","1","2","1","2","UNITED","BOSTON","1946","28","7","2","3","4:30:00","6:00:00","90","3","","","2","","","","1","2","2","1","1","1","4","6","3","4","4","6","4","6","6","4","4","6","6","6","6","3","803","","","","","4","6","6","3","2","3","0","","","4","0","","","1","5","1","","","1","5","5","5","2","","","","1","FREMONT","CA","94555","UNITED STATES","3","1","55-64","Female","3","2","1","1","1","1.757875"
"1787","1512","604","42499","1","2","101","G","2","3","1","1","LUFTHANSA","FRANKFURT","455","22","21","6","4","12:45:00","15:00:00","135","2","","","6","","","","1","2","2","2","3","1","4","4","3","3","5","4","4","6","6","2","3","6","5","6","6","4","203","103","","","","3","5","6","4","4","4","0","","","4","16","","","2","","","","","2","5","5","4","2","","","","1","WALNUT CREEK","CA","94597","UNITED STATES","5","1","55-64","Female","3","2","2","1","1","0.97551767151767"
"1795","1520","604","42499","1","2","101","G","2","3","1","2","LUFTHANSA","FRANKFURT","455","22","21","6","4","12:15:00","15:00:00","165","2","","","2","","","","1","0","0","0","1","1","1","5","4","4","4","4","5","5","5","5","6","6","6","6","6","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","6","5","5","5","2","","","","1","MILLBRAE","CA","94030","UNITED STATES","2","1","55-64","Female","3","2","2","2","1","0.97551767151767"
"2258","2821","571","42499","1","2","7","A","2","3","1","1","ASIANA","SEOUL-INCHEON","211","10","61","8","3","8:00:00","12:40:00","280","2","","","9","","","","1","1","1","1","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","999","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","43","4","5","5","2","","","","3","TULARE","CA","93274","UNITED STATES","10","1","55-64","Female","3","1","2","2","1","0.97551767151767"
"2266","2829","571","42499","1","2","7","A","2","3","1","2","ASIANA","SEOUL-INCHEON","211","10","61","8","3","10:45:00","12:40:00","115","2","","","6","","","","1","1","1","0","0","2","1","4","4","4","4","4","4","5","5","6","6","6","6","6","6","4","0","","","","","5","6","6","5","4","4","0","","","4","40","","","1","5","1","","","5","4","4","5","2","","","","3","RENTON","WA","98058","UNITED STATES","10","1","55-64","Female","3","2","2","2","1","0.97551767151767"
"10","80","610","42501","1","4","42","C","3","2","1","2","DELTA","SALT LAKE CITY","2800","15","54","1","2","17:00:00","18:05:00","65","3","","","3","","","","2","2","2","1","5","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","4","0","","","2","","","","","11","2","4","0","2","","","","3","BAKERSFIELD","CA","93306","UNITED STATES","10","1","55-64","Female","3","1","2","2","1","1.0455967741935"
"1089","2307","705","42501","1","4","69","E","3","2","1","2","UNITED","BALTIMORE","1681","28","4","2","2","19:30:00","21:26:00","116","2","","","7","","","","1","1","2","1","2","1","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","6","6","6","5","5","0","","","4","0","","","2","","","","","5","5","5","5","2","","","","3","YORK","PA","17402","UNITED STATES","12","1","55-64","Female","3","2","2","4","1","1.757875"
"1109","2278","702","42501","1","4","71","F","3","2","1","1","UNITED","SANTA BARBARA","6018","28","59","1","1","17:15:00","18:35:00","80","2","","","3","","","","2","2","1","1","3","1","4","5","4","6","5","5","5","6","0","5","6","6","5","6","6","4","505","","","","","5","4","6","4","4","4","0","","","4","16","","","4","","","","","11","4","5","6","2","","","","3","SANTA BARBARA","CA","93111","UNITED STATES","10","1","55-64","Female","3","2","2","2","1","1.757875"
"1252","2346","599","42501","1","4","2","A","2","1","1","2","JETBLUE","NEW YORK-JFK","416","20","43","2","4","9:30:00","11:35:00","125","3","","","2","","","","1","2","1","2","1","1","3","3","3","3","4","4","4","4","4","6","4","4","4","4","4","4","0","","","","","5","4","6","4","4","4","0","","","5","0","","","1","5","0","","","1","2","5","5","2","","","","3","SYRACUSE","NY","13104","UNITED STATES","12","1","55-64","Female","3","2","2","1","1","0.3557037037037"
"247","207","716","42503","1","6","77","F","2","2","1","2","UNITED","ST. LOUIS","5788","28","63","3","1","14:40:00","16:29:00","109","3","","","3","","","","0","1","1","0","1","1","4","5","4","3","5","5","5","6","6","6","6","6","6","6","6","3","103","","","","","5","6","6","5","4","4","0","","","3","9","6","","4","","","","","11","5","5","6","2","","","","2","YREKA","CA","96097","UNITED STATES","10","1","55-64","Female","3","2","2","2","1","1.757875"
"1551","1947","721","42503","1","6","11","A","3","2","1","1","JETBLUE","LAS VEGAS","188","20","30","1","4","18:00:00","19:59:00","119","2","","","4","","","","1","2","2","2","2","1","4","5","4","4","5","5","5","6","6","6","4","6","6","6","6","4","202","","","","","4","6","6","4","4","4","0","","","5","6","","","1","5","1","","","6","3","4","5","2","","","","1","MILLBRAE","CA","94030","UNITED STATES","2","1","55-64","Female","3","2","1","2","1","0.3557037037037"
"1582","1932","722","42503","1","6","10","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","54","1","2","19:30:00","20:50:00","80","1","","","9","","","","1","2","1","1","4","1","2","4","3","3","2","4","4","6","6","4","4","6","4","6","3","4","405","","","","","5","5","4","5","4","5","0","","","4","39","","","1","5","21","2","11","1","4","4","4","2","","","","3","MC GILL","NV","89318","UNITED STATES","10","1","55-64","Female","3","1","1","1","1","0.35525"
"166","270","737","42504","1","7","83","F","3","2","1","1","UNITED","FT. LAUDERDALE","329","28","22","2","3","19:41:00","22:59:00","198","2","","","3","","","","2","2","1","2","3","1","2","6","5","5","5","5","5","6","5","6","6","6","6","6","6","5","505","","","","","5","6","6","5","5","5","0","","","5","4","","","4","","","","","11","5","5","6","2","","","","3","FORT LANDERDALE","FL","33331","UNITED STATES","12","1","55-64","Female","3","2","2","2","1","1.757875"
"167","271","737","42504","1","7","83","F","3","2","1","2","UNITED","FT. LAUDERDALE","329","28","22","2","3","19:30:00","22:59:00","209","3","","","3","","","","2","2","1","2","1","2","1","5","6","6","5","5","5","6","6","6","6","6","6","6","6","5","999","","","","","5","6","6","6","4","5","0","","","5","20","","","4","","","","","11","2","5","6","2","","","","3","WEST PALM BEACH","FL","33449","UNITED STATES","12","1","55-64","Female","3","2","2","2","1","1.757875"
"179","243","734","42504","1","7","70","F","3","2","1","2","UNITED","MEDFORD","5456","28","36","1","1","17:30:00","20:02:00","152","3","","","3","","","","2","2","1","1","3","1","4","4","4","3","4","4","4","6","6","5","6","6","6","6","6","4","0","","","","","5","6","6","4","4","4","0","","","5","1","3","","4","","","","","11","6","5","6","2","","","","3","CENTRAL POINT","OR","97502","UNITED STATES","10","1","55-64","Female","3","1","2","2","1","1.757875"
"183","277","743","42505","1","1","45","C","2","2","1","2","AMERICAN","PHOENIX","477","8","49","1","4","12:00:00","15:45:00","225","2","","","9","","","","1","2","1","2","1","1","2","0","4","3","4","4","4","4","4","6","3","6","5","6","5","4","990","","","","","5","5","5","5","4","4","0","","","4","16","","","1","5","1","","","9","3","5","5","2","","","","3","CAVE CREEK","AZ","85331","UNITED STATES","10","1","55-64","Female","3","1","1","1","1","1.1225454545455"
"1359","2013","746","42505","1","1","2","A","3","2","1","2","ALASKA","SEATTLE","337","7","60","1","4","17:00:00","19:20:00","140","3","","","2","","","","2","1","2","2","1","1","4","4","6","3","4","4","4","6","4","6","3","6","6","6","3","4","0","","","","","5","6","3","6","4","4","0","","","3","0","","","1","5","1","","","7","5","4","5","2","","","","3","SEATTLE","WA","98105","UNITED STATES","10","1","55-64","Female","3","2","2","2","1","0.35525"
"1666","1634","741","42505","1","1","55","D","2","2","1","2","VIRGIN AMERICA","NEW YORK-JFK","24","30","43","2","4","11:45:00","13:45:00","120","6","3","","2","","","","1","0","1","0","3","1","4","5","4","3","4","4","4","3","3","0","4","6","6","6","6","4","803","","","","","4","6","6","4","0","4","0","","","4","0","","","1","5","0","","","7","5","5","5","2","","","","1","CUPERTINO","CA","95014","UNITED STATES","4","1","55-64","Female","3","2","1","2","1","1.0005296442688"
"1716","1573","774","42507","1","3","21","B","3","2","1","2","FRONTIER","CINCINNATI","1194","18","14","3","1","21:15:00","22:35:00","80","3","","","2","","","","0","1","0","1","3","1","3","4","5","4","4","4","4","4","4","5","4","4","5","6","4","4","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","6","5","5","5","2","","","","3","CINCINNATI","OH","45429","UNITED STATES","11","2","55-64","Female","3","1","2","2","1","0.97551767151767"
"780","1402","792","42508","1","4","10","A","3","2","1","2","ALASKA","PALM SPRINGS","304","7","46","2","1","19:20:00","21:55:00","155","1","","","3","","","","2","2","2","2","1","2","1","3","6","6","1","5","4","6","6","6","6","6","6","6","6","2","309","","","","","4","6","6","6","4","4","0","","","4","33","","","2","","","","","11","4","1","3","1","5","","","3","CHARLESTON","WV","25071","UNITED STATES","12","1","55-64","Female","3","2","2","2","1","0.35525"
"2001","1824","785","42508","1","4","74","F","2","1","1","2","UNITED","HOUSTON-BUSH","1146","28","27","3","4","9:50:00","11:50:00","120","3","","","3","","","","2","2","2","1","2","1","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","4","999","","","","","4","6","6","4","4","4","0","","","5","0","","","4","","","","","11","5","5","6","2","","","","3","SANTA BARBARA","CA","93110","UNITED STATES","10","1","55-64","Female","3","1","2","2","1","1.757875"
"2006","1829","785","42508","1","4","74","F","2","1","1","2","UNITED","HOUSTON-BUSH","1146","28","27","3","4","9:30:00","11:50:00","140","3","","","2","","","","1","1","2","2","1","1","4","3","4","4","3","4","4","6","6","6","6","6","6","6","6","4","0","","","","","3","6","6","4","4","4","0","","","5","4","","","1","5","1","","","7","4","5","5","2","","","","3","HOUSTON","TX","","UNITED STATES","11","1","55-64","Female","3","2","2","2","1","1.757875"
"2501","1383","790","42508","1","4","12","A","3","2","1","2","ALASKA","SEATTLE","337","7","60","1","4","17:00:00","19:20:00","140","2","","","9","","","","1","2","2","2","3","1","4","0","0","0","3","3","3","0","0","0","0","0","2","0","2","3","0","","","","","5","5","5","5","5","5","0","","","5","0","","","1","1","0","","","20","0","2","3","1","1","","","3","WASILLA","AK","99654","UNITED STATES","10","1","55-64","Female","3","1","2","2","1","0.35525"
"2643","1348","782","42508","1","4","70","F","1","1","1","2","UNITED","MINNEAPOLIS","5932","28","39","3","4","6:00:00","8:40:00","160","3","","","3","","","","2","2","1","2","2","1","4","5","4","3","4","4","5","6","6","5","5","4","6","5","4","4","0","","","","","5","5","5","5","5","5","0","","","5","0","","","4","","","","","11","5","4","6","2","","","","2","CHICO","CA","95928","UNITED STATES","10","1","55-64","Female","3","2","2","1","1","1.757875"
"897","912","811","42509","2","5","98","G","3","3","1","2","UNITED INTL","FRANKFURT","926","29","21","6","4","14:00:00","19:00:00","300","2","","","7","","","","1","1","1","2","1","1","4","3","4","3","3","4","4","3","3","3","4","4","4","4","4","4","0","","","","","5","5","0","0","5","5","0","","","4","0","","","1","5","0","","","7","4","4","4","2","","","","1","MILPITAS","CA","95035","UNITED STATES","4","1","55-64","Female","3","2","1","1","1","0.91742168674699"
